ID,SKU,"GTIN, UPC",Name,Description,In stock?,Weight (lbs),Sale price,Regular price,Images,product_page_url,Meta: product meta description (google),Meta: _wc_gla_mpn,Meta: _wc_gla_brand,Meta: _wc_gla_condition
394,EL-7012,7012,Emergency Light Pack 36 Watt Output,"This Emergency Remote Head comes in durable thermoplastic or metal housing and features MR16 lamps. A single heat remote option is also available, offering flexibility for different emergency lighting needs.",in_stock,2,,$99.00,https://teslafiresystems.com/wp-content/uploads/2025/01/62.-Emergency-Light-Pack-36-Watt-Output.jpg,https://teslafiresystems.com/product/emergency-light-pack-36-watt-output/,,EL-7012,Mircom,new
396,STI-9742,9742,Exit Light Guard,"The Exit Light Guard is designed to protect exit signs from damage, ensuring durability and visibility. Its sturdy construction provides reliable protection in high-traffic areas.",in_stock,1.2,,$41.00,https://teslafiresystems.com/wp-content/uploads/2025/01/64.-Exit-Light-Guard-.jpg,https://teslafiresystems.com/product/exit-light-guard/,,STI-9742,STI-SAFETY TECHNOLOGY INTERNATIONAL,new
398,STI-9641,9641,Emergency Light Guard,"The Emergency Light Guard offers robust protection for emergency lighting fixtures, shielding them from damage in high-traffic or industrial environments. Its durable design ensures long-lasting performance and reliability.",in_stock,1.2,,$44.00,https://teslafiresystems.com/wp-content/uploads/2025/01/65.-Emergency-Light-Guard-.jpg,https://teslafiresystems.com/product/emergency-light-guard/,,STI-9641,STI-SAFETY TECHNOLOGY INTERNATIONAL,new
400,RLSS-12120,1212,Emergency Light Battery 12V12AH,The Emergency Light Replacement Battery 12V 12AH is designed for use with most emergency lighting packs. It offers easy installation and comes with a standard warranty for reliable performance.,in_stock,3,,$55.00,https://teslafiresystems.com/wp-content/uploads/2025/01/12V12AH-Battery.png,https://teslafiresystems.com/product/emergency-light-replacement-battery-12v-12ah/,,RLSS-12120,Maple Armor,new
404,RLSS-B672,67,Emergency Light Battery 6V7AH,"The Emergency Light Replacement Battery 6V7AH is designed to replace batteries in most emergency lighting systems. Easy to install, this reliable battery ensures continuous operation of emergency lights during power outages. It comes with a standard warranty for added peace of mind.",in_stock,1.2,,$29.00,https://teslafiresystems.com/wp-content/uploads/2025/01/6V7AH-Battery.png,https://teslafiresystems.com/product/emergency-light-replacement-battery-6v-7-ah/,,RLSS-B672,Maple Armor,new
405,RLSS-B650,65,Emergency Light Battery 6V5AH,"The Emergency Light Replacement Battery 6V5AH is a reliable replacement for most emergency lighting packs, easy to install, and backed by a standard warranty for dependable performance.",in_stock,1.2,,$25.00,https://teslafiresystems.com/wp-content/uploads/2025/01/6V5AH-Battery.png,https://teslafiresystems.com/product/emergency-light-replacement-battery-6v-4ah/,,RLSS-650,Maple Armor,new
407,RLSS-B6120,612,Emergency Light Battery 6V12AH,"The 6V 12AH Emergency Light Battery is a durable replacement battery designed for most emergency lighting units, offering reliable performance and easy installation.",in_stock,1.2,,$33.00,https://teslafiresystems.com/wp-content/uploads/2025/01/6V12AH-Battery.png,https://teslafiresystems.com/product/6v-12ah-emergency-light-battery/,,RLSS-B6120,Maple Armor,new
420,BKB-420,5036140235236,Keyed Lock for Fire Alarm Panels,"The Fire Alarm Panel Key Mount ensures that you'll never lose access to your fire alarm panel. By securely mounting an extra key near the panel, it provides easy and immediate access for superintendents or tenants to open the panel door for quick shut-off in case of an emergency. This convenient solution enhances safety and accessibility.",in_stock,1.2,$29.00,$32.00,https://teslafiresystems.com/wp-content/uploads/2025/01/Break-Glass-for-Key.png,https://teslafiresystems.com/product/keyed-lock-for-fire-alarm-panels/,,BKB,TESLA FIRE SYSTEMS,new
422,NL109,,"Vinyl Fire Extinguisher Sign - Peel & Stick (4"" x 12"")",Mark fire extinguisher locations with our durable plastic sign! Easy to apply with a glued backside. Free delivery across Canada—order now for safety!,in_stock,1.2,,$10.00,https://teslafiresystems.com/wp-content/uploads/2025/01/Vinyl-Fire-Extinguisher-Sign-4-x-12.png,https://teslafiresystems.com/product/fire-extinguisher-sign-plastic/,,NL109,TESLA FIRE SYSTEMS,new
424,A109,,"Aluminum Fire Extinguisher Sign - (4"" x 12"")","The Fire Extinguisher Sign Metal is a durable, high-quality metal sign designed to clearly mark fire extinguisher locations. Its sturdy construction ensures long-lasting performance in various environments, providing reliable safety signage for easy identification in emergencies.",in_stock,1.2,,$23.01,https://teslafiresystems.com/wp-content/uploads/2025/01/Aluminum-Fire-Extinguisher-Sign-4-x-12.png,https://teslafiresystems.com/product/fire-extinguisher-sign-metal/,,A109,TESLA FIRE SYSTEMS,new
426,468193-426,0-47871-68093-1,Kidde 2 Storey Escape Ladder,"The Kidde 2-Story Escape Ladder is a 13-foot emergency ladder designed for quick and easy escape from upper floors. Compact and durable, it provides a reliable solution for emergency situations, ensuring safe and rapid exit during a fire or other crisis.",in_stock,8,$88.65,$150.00,https://teslafiresystems.com/wp-content/uploads/2025/01/Blankets-Ladders-Fire-Retardant-5-2-Storey-3Storey-Fire-Escape-Ladder-1.png,https://teslafiresystems.com/product/2-story-escape-ladder/,,468193,Kiddle,new
428,468094-428,0-47871-68094-8,Kidde 3 Storey Escape Ladder,"The Kidde 3-Story (25') Emergency Escape Ladder is designed for worry-free, quick escapes from upper floors. Made with durable, flame-resistant materials, it attaches easily to any window for rapid deployment. The tangle-free design ensures ease of use, allowing for practice and simple repacking. This ladder is tested to support up to 900 lbs, with anti-slip rungs for added safety. No tools or assembly are required, making it ready for use when you need it most. Backed by a 5-year limited warranty, it's a reliable choice for home safety.",in_stock,8,$162.50,$225.00,https://teslafiresystems.com/wp-content/uploads/2025/01/Blankets-Ladders-Fire-Retardant-5-2-Storey-3Storey-Fire-Escape-Ladder-1.png,https://teslafiresystems.com/product/3-story-escape-ladder/,,468094,Kidde,new
430,BFB-430,,Fire Blanket and Bag,"The 62x80 Wool Fireproof Blanket is an essential safety item for commercial cooking areas. Made from high-quality wool, it offers reliable fire protection and is designed to quickly smother small fires. The blanket comes with a durable storage bag for easy handling and storage. It meets NFPA 701 standards, ensuring compliance with fire safety regulations. Perfect for use in kitchens, restaurants, and industrial kitchens, it provides peace of mind in high-risk environments.",in_stock,3,,$136.89,https://teslafiresystems.com/wp-content/uploads/2025/01/Fire-Blanket-Bag.png,https://teslafiresystems.com/product/fire-blanket-and-bag/,,BFB,TESLA FIRE SYSTEMS,new
433,,,Pull Station Cover w/ Breaker Bar,"The Pullstation Cover is designed to protect fire alarm pull stations in high-traffic public areas, helping to deter false alarms. Made from durable plastic, it offers reliable protection and ensures the pull station remains functional and accessible when needed. Ideal for use in locations with heavy foot traffic.",in_stock,1,,$88.17,https://teslafiresystems.com/wp-content/uploads/2025/01/Pull-Station-Cover-w-Breaker-Bar.png,https://teslafiresystems.com/product/pullstation-cover/,,,,
437,RD1-437,29054850003,First Alert Radon Test Kit,"The First Alert® radon test kit can provide accurate information on the hazardous level of radon in your home and help find out what to do about it. This test can only be used once and is EPA listed.
\n<ul class=""page-product__supplier_bullets"">
\n 	<li>Do-it-your self testing</li>
\n 	<li>Kit comes complete with test samplers and detailed instructions for test results</li>
\n 	<li>This short term radon test kit provides accurate information on the hazard level of radon in the home</li>
\n 	<li>Assists the consumer to find out what to do if radon is detected</li>
\n</ul>",in_stock,1.2,$29.95,$35.49,https://teslafiresystems.com/wp-content/uploads/2025/01/80.-First-Alert-Radon-Test-Kit.jpg,https://teslafiresystems.com/product/first-alert-radon-test-kit/,,RD1,First Alert,new
439,TFLB-298A-439,298,"Fire Equipment Log Book for Fire Alarm Systems, Emergency Lighting, Fire Extinguishers &amp; Emergency Generators","<strong>The Fire Safety Maintenance Logbook is essential for Fire Alarm Systems, Emergency Lighting, Fire Extinguisher &amp; Emergency Generators. This user-friendly book helps ensure compliance with fire codes by documenting critical items such as emergency power systems, fire extinguishers, fire alarms, sprinkler systems, and more. With a durable, bound hardcover and numbered pages, this logbook serves as a legal document that can reduce liability in the event of a fire.</strong>
\n
\n<strong> </strong>
\n
\n&nbsp;
\n
\n<strong> </strong>
\n
\n<strong> </strong>
\n
\n<strong> </strong>
\n
\n<strong> </strong>",in_stock,1.2,,$50.00,https://teslafiresystems.com/wp-content/uploads/2025/01/tfs-lb.webp,https://teslafiresystems.com/product/fire-protection-equipment-log-book-298a/,,TFLB-298A,TESLA FIRE SYSTEMS,new
443,FBR2-443,,Wool Fire Blanket,"The Wool Fire Blanket is designed for emergency fire protection, made from high-quality wool to effectively smother small fires. It’s durable, lightweight, and easy to deploy, making it an essential safety item for homes, kitchens, and commercial spaces.",in_stock,2,,$109.76,https://teslafiresystems.com/wp-content/uploads/2025/01/Wool-Blanket.png,https://teslafiresystems.com/product/wool-fire-blanket/,,FBR2,TESLA FIRE SYSTEMS,new
445,NE20,83,PULL STATION LABEL - NO ELEVATOR,"The ""IN CASE OF FIRE"" Pull Station Sticker is a clear, easy-to-read label designed to mark fire alarm pull stations. It ensures quick identification and access in emergency situations, helping to guide individuals during a fire emergency. For buildings with no elevators.",in_stock,1,$5.00,$5.50,https://teslafiresystems.com/wp-content/uploads/2025/02/Tesla-Signs-2-Pull-Station-No-Elevator.png,https://teslafiresystems.com/product/in-case-of-fire-pull-station-sticker/,,NE20,Tesla Fire Systems,new
457,TFSPB-W,333,Fire Safety Plan Box,"<div class=""flex flex-col text-sm pb-25""><section class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""request-WEB:7b51286b-f4a9-4146-b025-57072c21aedf-13"" data-testid=""conversation-turn-26"" data-scroll-anchor=""true"" data-turn=""assistant"">
\n<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:var(--thread-content-margin-xs,calc(var(--spacing)*4))] @w-sm/main:[--thread-content-margin:var(--thread-content-margin-sm,calc(var(--spacing)*6))] @w-lg/main:[--thread-content-margin:var(--thread-content-margin-lg,calc(var(--spacing)*16))] px-(--thread-content-margin)"">
\n<div class=""[--thread-content-max-width:40rem] @w-lg/main:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"">
\n<div class=""flex max-w-full flex-col gap-4 grow"">
\n<div class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal outline-none keyboard-focused:focus-ring [.text-message+&amp;]:mt-1"" dir=""auto"" tabindex=""0"" data-message-author-role=""assistant"" data-message-id=""3e50d7b8-b2ae-4cd4-9999-3c713940b544"" data-message-model-slug=""gpt-5-3"" data-turn-start-message=""true"">
\n<div class=""flex w-full flex-col gap-1 empty:hidden"">
\n<div class=""markdown prose dark:prose-invert w-full wrap-break-word dark markdown-new-styling"">
\n<p data-start=""0"" data-end=""325"">Ensure your building’s compliance and safety with our premium Fire Safety Plan Box, designed to provide a secure and accessible location for your fire safety plan. This durable box supports fire safety documentation requirements and helps ensure critical emergency information remains available for responding fire personnel.</p>
\n
\n<h2 data-section-id=""1ma7m6t"" data-start=""327"" data-end=""342"">Key Features</h2>
\n<ul data-start=""344"" data-end=""1005"">
\n 	<li data-section-id=""153umuq"" data-start=""344"" data-end=""453""><strong data-start=""346"" data-end=""371"">Durable Construction:</strong> Made from galvanized steel for long-lasting protection and corrosion resistance</li>
\n 	<li data-section-id=""1lma8rn"" data-start=""454"" data-end=""613""><strong data-start=""456"" data-end=""485"">Weather-Resistant Design:</strong> Equipped with a weatherproof door seal and overhanging sill to help protect contents from moisture and environmental exposure</li>
\n 	<li data-section-id=""k6phrb"" data-start=""614"" data-end=""731""><strong data-start=""616"" data-end=""636"">High Visibility:</strong> Reflective graphics allow easy identification by emergency personnel in low-light conditions</li>
\n 	<li data-section-id=""1yumhhc"" data-start=""732"" data-end=""794""><strong data-start=""734"" data-end=""752"">Secure Access:</strong> Includes one padlock for daily security</li>
\n 	<li data-section-id=""wpo90"" data-start=""795"" data-end=""881""><strong data-start=""797"" data-end=""827"">Complete Installation Kit:</strong> Includes anchorage hardware and screws for mounting</li>
\n 	<li data-section-id=""1xmeizo"" data-start=""882"" data-end=""1005""><strong data-start=""884"" data-end=""907"">Optimal Dimensions:</strong> 13"" x 13"" x 4"" — accommodates standard fire safety plans without occupying excessive wall space</li>
\n</ul>
\n<p data-start=""1007"" data-end=""1296"" data-is-last-node="""" data-is-only-node="""">By securely housing your fire safety plan in this compliant and durable box, you improve document protection, building readiness, and emergency accessibility. Suitable across <span class=""hover:entity-accent entity-underline inline cursor-pointer align-baseline""><span class=""whitespace-normal"">Canada</span></span> for commercial, industrial, institutional, and multi-residential properties.</p>
\n
\n</div>
\n</div>
\n</div>
\n</div>
\n<div class=""mt-3 w-full empty:hidden"">
\n<div class=""text-center""></div>
\n</div>
\n</div>
\n</div>
\n</section></div>
\n<div class=""pointer-events-none h-px w-px absolute bottom-0"" aria-hidden=""true"" data-edge=""true""></div>",in_stock,5,,$133.50,https://teslafiresystems.com/wp-content/uploads/2025/01/Screenshot-2026-03-28-at-12.59.59-PM.png,https://teslafiresystems.com/product/fire-safety-plan-box/,,TFSPB-W,TESLA FIRE SYSTEMS,new
459,,,"Mircom FA-106R: Six Zone Fire Alarm Unit, Red Door","Mircom FA-106R: Six Zone Fire Alarm Unit with Red Door
\n
\nThe Mircom FA-106R is a reliable and efficient six-zone fire alarm control panel, designed to provide superior fire detection and notification capabilities. Its durable construction features a red door for high visibility, making it ideal for commercial and institutional applications. This unit is engineered for easy installation and operation, ensuring comprehensive protection for your property.
\n
\n<strong>Key Features:</strong>
\n<ul>
\n 	<li>Supports six independent fire alarm zones /li&gt;</li>
\n 	<li>Highly visible red door for quick identification /li&gt;</li>
\n 	<li>Durable and reliable construction /li&gt;</li>
\n 	<li>Suitable for commercial and institutional use</li>
\n</ul>",in_stock,5,,$550.00,https://teslafiresystems.com/wp-content/uploads/2025/01/86.-Mircom-FA-106R-Six-Zone-Fire-Alarm-Unit-Red-Door.jpg,https://teslafiresystems.com/product/mircom-fa-106r-six-zone-fire-alarm-unit-red-door/,,,,
460,c2w-ba-460,,Mircom C2W-BA Smoke Detector 12/24 VDC,"The Mircom C2W-BA Smoke Detector is a reliable and efficient solution for early smoke detection in residential and commercial spaces. Operating on 12/24 VDC VAC systems, it ensures compatibility with a range of power supplies. Designed for convenience, this smoke detector features a plug-in design with an included mounting base, making installation straightforward.
\n
\n<strong>Key Features:</strong>
\n<ul>
\n 	<li>Plug-in design with included mounting base for easy installation</li>
\n 	<li>Large wire entry port for seamless wiring</li>
\n 	<li>In-line terminals with SEMS screws for secure connections</li>
\n 	<li>Versatile mounting options: octagonal, single-gang, or 4-square backboxes, or direct ceiling mount</li>
\n 	<li>Stop-Drop ’N Lock attachment system for quick assembly</li>
\n 	<li>Removable detector cover and chamber for easy cleaning and maintenance</li>
\n 	<li>Built-in remote maintenance signaling for proactive care</li>
\n 	<li>Advanced drift compensation and smoothing algorithms for accurate detection</li>
\n 	<li>Simplified sensitivity measurement for quick diagnostics</li>
\n 	<li>Wide-angle, dual-color LED for clear status indication</li>
\n 	<li>EZ Walk feature for efficient loop testing</li>
\n 	<li>Integrated test switch for functionality checks</li>
\n</ul>
\nThis smoke detector combines advanced technology with practical features, providing reliable performance and ease of use.",in_stock,1,,$95.00,https://teslafiresystems.com/wp-content/uploads/2025/01/87.-Mircom-C2W-BA-Smoke-Detector-1224-VDC.jpg,https://teslafiresystems.com/product/mircom-c2w-ba-smoke-detector-12-24-vdc/,,,,
463,5601A,783863024450,System Sensor | 5601A Mechanical Heat Detector | 135°F Fixed-Temperature / Rate-Of-Rise,"The System Sensor 5601A Heat Detector is part of the trusted 5600 Series mechanical heat detectors, engineered to provide dependable fire protection in environments where smoke detectors are not ideal. Designed for property protection and non-life-safety applications, the 5601A combines fixed temperature and rate-of-rise detection in a durable, low-profile housing.
\n
\nThe detector activates at 135°F (57°C) or when a rapid temperature increase of approximately 15°F per minute is detected, helping provide early warning in rapidly developing fire conditions. The rate-of-rise element is restorable, allowing convenient field testing without replacing the detector.
\n
\n<span style=""font-size: 16px; font-style: normal; font-weight: 400;"">The plain housing design makes the 5601A especially suitable for residential applications while maintaining commercial-grade reliability. An external collector drops upon activation, allowing quick visual identification of the activated detector.</span>
\n<h6><strong>Designed for installation flexibility, the 5601A mounts easily to:</strong></h6>
\n<ul>
\n 	<li>Single-gang back boxes</li>
\n 	<li>3.5” octagonal back boxes</li>
\n 	<li>4” octagonal back boxes</li>
\n 	<li>4” square back boxes with plaster ring</li>
\n 	<li>Reversible mounting bracket allows for Flush mount &amp; Surface mount installations</li>
\n</ul>",in_stock,0.5,$24.35,$48.00,https://teslafiresystems.com/wp-content/uploads/2025/01/88.-Mircom-Heat-Detector-Fixed-Temperature-Rate-Of-Rise.jpg,https://teslafiresystems.com/product/mechanical-heat-detector-135f-fixed-temperature-rate-of-rise/,,,,
465,FH-400-WW-465,,Mircom FH-400-WW - Wall/Ceiling Mount Horn (White),"MGC’s FH-400 Horns offer an audible solution that deliver exceptional energy efficiency in a compact design. The lower current draw  allows for more devices on a NAC circuit while reducing the number of external power supplies required.
\n<h2><strong>Features:</strong></h2>
\n<ul>
\n 	<li>Compact Design</li>
\n 	<li>Multiple field-selectable audible settings
\n<ul>
\n 	<li>Temporal, Continuous, March Time and 20 BPM</li>
\n 	<li>High and Low volume</li>
\n</ul>
\n</li>
\n 	<li>Device settings are located on the back of the unit to prevent tampering</li>
\n 	<li>Enhance emergency communication with white models featuring “Alert” labels.</li>
\n 	<li>Wall &amp; Ceiling Mount</li>
\n 	<li>Includes shorting clip that allows installers to test the wiring before the device is installed</li>
\n 	<li>Mount to MGC BB-400 surface mount back box, single gang, 4-inch square, double gang, octagon and 4-inch junction boxes</li>
\n 	<li>All units include universal mounting plate.</li>
\n 	<li>Red or white finish</li>
\n 	<li>Supports 12 to 22 AWG</li>
\n 	<li>For indoor applications</li>
\n</ul>",in_stock,1,,$85.00,https://teslafiresystems.com/wp-content/uploads/2025/01/4-Inch-Horn-White.jpg,https://teslafiresystems.com/product/mircom-standard-horn/,,,,
467,BL-6B-24V-6-467,,"Mircom BL-6B - 24V 6"" Fire Alarm Bell","The Mircom 6-Inch Motorized Steel Bell (BL-6B) is a durable and reliable alarm signaling device, perfect for various fire and security applications. Built with high-quality steel and designed for long-lasting performance, it comes exclusively in a vibrant red finish for easy visibility.
\n
\n<strong>Key Features:</strong>
\n<ul>
\n 	<li><strong>Motorized Bell:</strong> Delivers clear and powerful signaling for emergencies.</li>
\n 	<li><strong>Durable Construction:</strong> Made of robust steel for reliability in demanding environments.</li>
\n 	<li><strong>Versatile Accessories:</strong> Compatible with the BB-206WP Weatherproof Backbox for outdoor use and the MP-101 Universal Mounting Plate for flexible installation.</li>
\n 	<li><strong>Additional Options:</strong> The BL-10B offers a larger 10” bell alternative.</li>
\n 	<li><strong>Red Finish:</strong> Standard color ensures high visibility and compliance.</li>
\n</ul>
\nIdeal for both indoor and outdoor installations, the Mircom 6-Inch Bell is an essential component of any effective alarm system.",in_stock,2,,$65.00,https://teslafiresystems.com/wp-content/uploads/2025/01/Mircom-6-Inch-Bell.jpg,https://teslafiresystems.com/product/mircom-6inch-bell/,,,,
470,,,Mircom MH-25W - Mini Horn (White),"Mircom’s MH-25 Series mini horns are compact electronic alarm appliances that are ideal for alarm signaling in individual rooms, apartments, hotels and offices where attractive appearance and dependable performance are prime concerns.
\n
\n&nbsp;
\n
\nFeatures
\n• High sound output for enhanced audibility (over 89dBA at
\n10 feet) @ 24VDC
\n• “Silence” push button and red LED to indicate“active signal
\ncircuit” on MH-S25 versions
\n• 24 VDC models with wide listed voltage range,filtered DC
\n(Non Silenceable only)
\n• Polarized inputs for compatibility with standardreverse
\npolarity supervision of circuit wiring by analarm panel
\n• Mounts into standard single gang box
\n• Flush or surface mounting options
\n• Compatible with sensitive detection and communication
\ncircuits
\n• Available in red or off-white finish",in_stock,1,,$35.00,https://teslafiresystems.com/wp-content/uploads/2025/01/Mini-Horn-White.jpg,https://teslafiresystems.com/product/mircom-mini-horn/,,,,
471,FHS-400-WW-WM-471,,Mircom FHS-400-WW - Wall Mount LED Horn/Strobe (White),"Utilizing advanced LED technology, the FHS-400 Horn/Strobes provide a lower current draw which allows for more devices on a NAC circuit while reducing the number of external power supplies required.
\n<h2><strong>Features:</strong></h2>
\n<ul>
\n 	<li>Compact Design</li>
\n 	<li>Advanced LED technology provides superior current draw performance</li>
\n 	<li>Standard and High candela settings in one unit to meet virtually any application
\n<ul>
\n 	<li>15, 15/75, 30, 75, 110, 185 cd</li>
\n</ul>
\n</li>
\n 	<li>Multiple field-selectable audible settings
\n<ul>
\n 	<li>Temporal, Continuous, March Time and 20 BPM</li>
\n 	<li>High and Low volume</li>
\n</ul>
\n</li>
\n 	<li>Device settings are located on the back of the unit to prevent tampering</li>
\n 	<li>Enhance emergency communication with white models featuring “Alert” labels.</li>
\n 	<li>Can be synchronized using a FACP with the MGC protocol or the MIX-4050 synchronization module.</li>
\n 	<li>Wall mount Only</li>
\n 	<li>Includes shorting clip that allows installers to test the wiring before the device is installed</li>
\n 	<li>Mount to MGC BB-400 surface mount back box, single gang, 4-inch square, double gang, octagon and 4-inch junction boxes</li>
\n 	<li>All units include universal mounting plate.</li>
\n 	<li>Red or white finish</li>
\n 	<li>Supports 12 to 22 AWG</li>
\n 	<li>For indoor applications</li>
\n</ul>
\n&nbsp;
\n
\n&nbsp;
\n
\n&nbsp;",in_stock,2,,$120.00,https://teslafiresystems.com/wp-content/uploads/2025/01/FHS-400-White.jpg,https://teslafiresystems.com/product/mircom-strobe/,,,,
473,MP-300,,Microm MP-300 EOL Resistor Plate- White 3.9K 1/2 WATT,"<div class=""flex-shrink-0 flex flex-col relative items-end"">
\n<div>
\n<div class=""pt-0"">
\n<div class=""gizmo-bot-avatar flex h-8 w-8 items-center justify-center overflow-hidden rounded-full"">
\n<div class=""relative p-1 rounded-sm flex items-center justify-center bg-token-main-surface-primary text-token-text-primary h-8 w-8""><span style=""font-size: 16px;"">The MIRCOM MP-300 EOL Resistor Plate is a high-quality component designed for fire alarm systems. This resistor plate ensures proper line supervision and is an essential part of reliable system performance.</span></div>
\n</div>
\n</div>
\n</div>
\n</div>
\n<div class=""group/conversation-turn relative flex w-full min-w-0 flex-col agent-turn"">
\n<div class=""flex-col gap-1 md:gap-3"">
\n<div class=""flex max-w-full flex-col flex-grow"">
\n<div class=""min-h-8 text-message flex w-full flex-col items-end gap-2 whitespace-normal break-words text-start [.text-message+&amp;]:mt-5"" dir=""auto"" data-message-author-role=""assistant"" data-message-id=""2968680e-3abb-4f09-a844-a2361485e791"" data-message-model-slug=""gpt-4o"">
\n<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[3px]"">
\n<div class=""markdown prose w-full break-words dark:prose-invert light"">
\n
\n<strong>Key Features:</strong>
\n<ul>
\n 	<li><strong>Resistance:</strong> 3.9K Ohm, 1/2 Watt for accurate line supervision.</li>
\n 	<li><strong>Colour:</strong> White finish for seamless integration into installations.</li>
\n 	<li><strong>Compact Design:</strong> Ideal for efficient and straightforward installation.</li>
\n 	<li><strong>Application:</strong> Compatible with a wide range of fire alarm systems requiring end-of-line resistors.</li>
\n</ul>
\nThis genuine MIRCOM resistor plate is built to meet industry standards and ensure the integrity of your fire alarm system.
\n
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>",in_stock,1.2,,$15.00,https://teslafiresystems.com/wp-content/uploads/2025/01/93.-Microm-MP-300.jpg,https://teslafiresystems.com/product/mircom-mp-300-eol-resistor-plate-white-3-9k-1-2-watt/,,MP-300,Mircom,
475,75000,,Fire Alarm Circuit Breaker Lock Off,"The Fire Alarm Circuit Breaker Lock-Off is a safety device designed to secure fire alarm circuit breakers in the ""ON"" position, preventing accidental deactivation and ensuring uninterrupted operation of fire alarm systems.
\n
\n<strong>Key Features:</strong>
\n<ul>
\n 	<li style=""list-style-type: none;"">
\n<ul>
\n 	<li>Enhanced Safety: Prevents unauthorized or accidental breaker shutoff.</li>
\n 	<li>Durable Construction: Built to withstand wear and ensure long-term reliability.</li>
\n 	<li>Easy Installation: Simple setup compatible with most circuit breakers.</li>
\n 	<li>Compliance Ready: Meets safety standards for fire alarm system installations.</li>
\n</ul>
\n</li>
\n</ul>
\nEnsure the reliability of your fire alarm systems with this essential safety lock-off device.",in_stock,1.2,,$15.00,https://teslafiresystems.com/wp-content/uploads/2025/01/Breaker-Lock-Off.jpg,https://teslafiresystems.com/product/fire-alarm-circuit-breaker-lock-off/,,75000,Rack-A-Tiers,new
477,DST 1.5,783863035074,System Sensor DST 1.5-1.5' Duct Detector Sampling Tube,"System Sensor DST 1.5-1.5' Duct Detector Sampling Tube is designed for optimal performance in duct detection systems. Made of durable steel, these tubes are drilled along their entire length with air inlet holes to capture airflow effectively.
\n
\n<strong>Key Features:</strong>
\n<ul>
\n 	<li><strong>Precise Fit:</strong> Available in various lengths to match the width of the duct for accurate air sampling.</li>
\n 	<li><strong>Optimal Airflow: Must</strong> extend at least 5/8 across the duct width for maximum efficiency.</li>
\n 	<li><strong>Easy Installation:</strong> The tube is installed with the holes facing into the airflow for accurate sampling, and it locks securely into place.</li>
\n 	<li><strong>Convenient Removal:</strong> Simply release the front or rear locking tab for easy removal.</li>
\n</ul>
\nIdeal for use in fire alarm systems and HVAC applications, the DST sampling tube provides reliable performance and seamless integration.",in_stock,1.2,,$36.95,https://teslafiresystems.com/wp-content/uploads/2025/01/95.-System-Sensor-DST-1.5-1.5-Duct-Detector-Sampling-Tube.jpg,https://teslafiresystems.com/product/system-sensor-dst-1-5-1-5-duct-detector-sampling-tube/,,DST 1.5,System Sensor,new
479,MS-401-479,778346001394,Mircom MS-401 - Single Stage Pull Station,"The Mircom Pull Station is a manual activation device designed for use with fire alarm control panels operating on 24 VDC or VAC systems. It allows individuals to initiate an alarm in the event of a fire emergency. This pull station is part of Mircom's range of manual pull stations, which are integral components of conventional fire detection systems.
\n
\n<strong>Key Features:</strong>
\n<ul>
\n 	<li><strong>Voltage Compatibility:</strong> Designed for 24 VDC or VAC systems, ensuring seamless integration with compatible fire alarm control panels.</li>
\n 	<li><strong>Manual Activation:</strong> Enables immediate manual initiation of the fire alarm, facilitating prompt response to fire emergencies.</li>
\n 	<li><strong>Durable Construction:</strong> Built to withstand demanding environments, ensuring reliable performance over time.</li>
\n 	<li><strong>User-Friendly Design:</strong> Features a straightforward pull mechanism for easy operation during emergencies.</li>
\n</ul>",in_stock,1.2,,$48.45,https://teslafiresystems.com/wp-content/uploads/2025/01/Ms-401.jpg,https://teslafiresystems.com/product/mircom-pullstation/,,MS-401,Mircom,new
481,-481,,Edwards Pullstation - 24VDC,"The Edwards 270 Series Pull Station is a manual fire alarm device designed for reliable operation in commercial and industrial settings. Constructed from durable die-cast zinc and finished with red epoxy powder-coat paint, it features a positive pull-lever mechanism that, when activated, breaks the glass rod and triggers the alarm, ensuring fool-proof operation. The up-front visible glass rod discourages tampering, though it is not required for proper operation. This pull station is compatible with 24 VAC/VDC systems and includes two glass rods for replacement purposes.",in_stock,1.2,,$85.00,https://teslafiresystems.com/wp-content/uploads/2025/01/Edwards-Pull-Station-2.png,https://teslafiresystems.com/product/edwards-pullstation/,,K-270-SPO,Kidde,new
